kjønn;serieår;divisjon;plassering;klubb_id;klubbnavn;lagnummer;poeng
kvinner;2003;1;1;34;IK Tjalve;1;24267
kvinner;2003;1;2;61;Norna-Salhus IL;1;22962
kvinner;2003;1;3;134;Gloppen Friidrettslag;1;21126
kvinner;2003;1;4;13;Sportsklubben Vidar;1;21104
kvinner;2003;1;5;89;Idrettslaget Skjalg;1;20604
kvinner;2003;1;6;35;Trondheim Friidrett;1;20519
kvinner;2003;1;7;16;IL i BUL;1;20348
kvinner;2003;1;8;51;Steinkjer Friidrettsklubb;1;20143
kvinner;2003;1;9;52;BFG Bergen;1;19976
kvinner;2003;1;10;171;Ranheim IL;1;18882
kvinner;2003;1;11;31;Fredrikstad IF;1;18230
kvinner;2003;1;12;74;Ørsta IL;1;17754
kvinner;2003;1;13;104;Osterøy IL;1;17202
kvinner;2003;1;14;76;IF Hellas;1;16834
kvinner;2003;2;1;53;Haugesund IL;1;16635
kvinner;2003;2;2;25;IL Tyrving;1;16229
kvinner;2003;2;3;8;IL Sandvin;1;15450
kvinner;2003;2;4;28;Moss IL;1;15195
kvinner;2003;2;5;60;FIK Orion;1;15031
kvinner;2003;2;6;196;Stjørdal Friidrettsklubb;1;15025
kvinner;2003;2;7;102;Modum FIK;1;14717
kvinner;2003;2;8;105;Lillehammer IF;1;13784
kvinner;2003;2;9;73;Kristiansands IF Friidrett;1;13602
kvinner;2003;2;10;227;Rana FIK;1;13018
kvinner;2003;2;11;10000511;Tingvoll Friidrettsklubb;1;12596
kvinner;2003;2;12;68;IL Runar;1;12004
kvinner;2003;2;13;100;IL Fri;1;11702
kvinner;2003;2;14;15;Ullensaker/Kisa IL;1;11074
kvinner;2003;3;1;140;Sigdal FIK;1;12306
kvinner;2003;3;2;188;Ålesund Friidrettsklubb;1;12177
kvinner;2003;3;3;27;IF Sturla;1;12024
kvinner;2003;3;4;176;IL i BUL Tromsø;1;11548
kvinner;2003;3;5;55;Florø Turn og IF;1;11453
kvinner;2003;3;6;181;Stord Idrettslag;1;11381
kvinner;2003;3;7;9;Minerva Idrettsskole;1;11312
kvinner;2003;3;8;44;Tønsberg Friidrettsklubb;1;11268
kvinner;2003;3;9;65;IL Gular;1;11059
kvinner;2003;3;10;20;IF Eiker-Kvikk;1;10993
kvinner;2003;3;11;89;Idrettslaget Skjalg;2;10847
kvinner;2003;3;12;83;Sandnes IL;1;10642
kvinner;2003;3;13;34;IK Tjalve;2;10487
kvinner;2003;3;14;12;Horten Friidrettsklubb;1;10465
kvinner;2003;3;15;61;Norna-Salhus IL;2;10438
kvinner;2003;3;16;174;Hareid IL;1;10046
kvinner;2003;3;17;43;Ringerike Friidrettsklubb;1;9923
kvinner;2003;3;18;70;Larvik Turn & IF;1;9847
kvinner;2003;3;19;71;Laksevåg TIL;1;9798
kvinner;2003;3;20;16;IL i BUL;2;9653
kvinner;2003;3;21;21;Lørenskog Friidrettslag;1;9561
kvinner;2003;3;22;25;IL Tyrving;2;9489
kvinner;2003;3;23;24;Asker Sk. Friidrett;1;9334
kvinner;2003;3;24;50;Bækkelagets SK;1;9246
kvinner;2003;3;25;129;FIK Ren-Eng;1;9220
kvinner;2003;3;26;5;Strømmen IF;1;9192
kvinner;2003;3;27;134;Gloppen Friidrettslag;2;9123
kvinner;2003;3;28;2118;IL Flint;1;8951
kvinner;2003;3;29;30;Oppstad IL;1;8916
kvinner;2003;3;30;95;Overhalla IL;1;8914
kvinner;2003;3;31;2004;Klepp IL;1;8850
kvinner;2003;3;32;209;Oslostudentenes IK Friidrett;1;8763
kvinner;2003;3;33;48;Askim IF;1;8762
kvinner;2003;3;34;72;Urædd Friidrett;1;8683
kvinner;2003;3;35;10;Nittedal IL;1;8471
kvinner;2003;3;36;13;Sportsklubben Vidar;2;8352
kvinner;2003;3;37;199;Namdalseid;1;8263
kvinner;2003;3;38;237;Mogutten IL;1;8128
kvinner;2003;3;39;42;Halden IL;1;8156
kvinner;2003;3;40;162;IL Nidelv;1;8117
kvinner;2003;3;41;22;Brandbu IF;1;8005
kvinner;2003;3;42;124;Sørfjell IL;1;7973
kvinner;2003;3;43;144;Alta IF;1;7942
kvinner;2003;3;44;254;Skrautvål IL friidrett;1;7920
kvinner;2003;3;45;93;Dimna IL;1;7887
kvinner;2003;3;46;99;Fagernes IL;1;7885
kvinner;2003;3;47;192;Førde IL Friidrett;1;7876
kvinner;2003;3;48;122;FIL Borg;1;7871
kvinner;2003;3;49;119;Syril IL;1;7852
kvinner;2003;3;50;247;NTNUI;1;7780
kvinner;2003;3;51;39;Raufoss Idrettslag Friidrett;1;7621
kvinner;2003;3;52;4;Ski IL Friidrett;1;7545
kvinner;2003;3;53;57;Snøgg Friidrett;1;7544
kvinner;2003;3;54;84;Bryne Friidrettsklubb;1;7528
kvinner;2003;3;55;164;Løten Friidrett;1;7454
kvinner;2003;3;56;53;Haugesund IL;2;7365
kvinner;2003;3;57;188;Ålesund Friidrettsklubb;2;7335
kvinner;2003;3;58;35;Trondheim Friidrett;2;7263
kvinner;2003;3;59;2156;Royal Sport;1;7145
kvinner;2003;3;60;28;Moss IL;2;7123
kvinner;2003;3;61;2;Eidsvold Turnforening Friidrett;1;6976
kvinner;2003;3;62;60;FIK Orion;2;6970
kvinner;2003;3;63;16;IL i BUL;3;6964
kvinner;2003;3;64;14;Veldre Friidrett;1;6917
kvinner;2003;3;65;51;Steinkjer Friidrettsklubb;2;6916
kvinner;2003;3;66;10000212;Verdal IL;1;6905
kvinner;2003;3;67;196;Stjørdal Friidrettsklubb;2;6896
kvinner;2003;3;68;69;Sørild FIK;1;6869
kvinner;2003;3;69;25;IL Tyrving;3;6868
kvinner;2003;3;70;176;IL i BUL Tromsø;2;6833
kvinner;2003;3;71;214;Mjøsdalen IL;1;6823
kvinner;2003;3;72;63;Bergens Turnforening;1;6790
kvinner;2003;3;73;171;Ranheim IL;2;6764
kvinner;2003;3;74;132;IL Bjarg;1;6763
kvinner;2003;3;75;230;IL Trio;1;6738
kvinner;2003;3;76;55;Florø Turn og IF;2;6699
kvinner;2003;3;77;27;IF Sturla;2;6675
kvinner;2003;3;78;245;Gjesdal IL;1;6613
kvinner;2003;3;79;118;Vik IL;1;6533
kvinner;2003;3;80;94;Stein FIK;1;6511
kvinner;2003;3;81;354;Innstrandens IL;1;6506
kvinner;2003;3;82;261;Narvik IL;1;6430
kvinner;2003;3;83;91;Sem IF;1;6385
kvinner;2003;3;84;79;Mandal & Halse IL;1;6329
kvinner;2003;3;85;109;Fana IL;1;6256
kvinner;2003;3;86;185;Byåsen IL;1;6241
kvinner;2003;3;87;113;Lillesand IL;1;6218
kvinner;2003;3;88;274;Idrettslaget Fram;1;6115
kvinner;2003;3;89;75;IL Gneist;1;6084
kvinner;2003;3;90;98;Frol IL;1;6041
kvinner;2003;3;91;52;BFG Bergen;2;6034
kvinner;2003;3;92;128;IL Korlevoll-Odda;1;5839
kvinner;2003;3;93;108;Søgne IL;1;5828
kvinner;2003;3;94;24;Asker Sk. Friidrett;2;5824
kvinner;2003;3;95;10000624;Tunnsjø IL;1;5814
kvinner;2003;3;96;74;Ørsta IL;2;5726
kvinner;2003;3;97;146;Turn & IL Hovding;1;5708
kvinner;2003;3;98;227;Rana FIK;2;5684
kvinner;2003;3;99;89;Idrettslaget Skjalg;3;5684
kvinner;2003;3;100;143;FIL Aks-77;1;5678
kvinner;2003;3;101;112;Lyngdal IL;1;5486
kvinner;2003;3;102;145;Ask Friidrett;1;5426
kvinner;2003;3;103;135;Malvik IL;1;5387
kvinner;2003;3;104;13;Sportsklubben Vidar;3;5366
kvinner;2003;3;105;73;Kristiansands IF Friidrett;2;5283
kvinner;2003;3;106;101;IL Giv-Akt;1;5239
kvinner;2003;3;107;76;IF Hellas;2;5233
kvinner;2003;3;108;82;Ready;1;5215
kvinner;2003;3;109;22;Brandbu IF;2;5205
kvinner;2003;3;110;130;Iveland IL;1;5195
kvinner;2003;3;111;25;IL Tyrving;4;5164
kvinner;2003;3;112;125;Eidanger Idrettslag;1;5128
kvinner;2003;3;113;31;Fredrikstad IF;2;5071
kvinner;2003;3;114;181;Stord Idrettslag;2;5062
kvinner;2003;3;115;217;FIL Frisk;1;5020
kvinner;2003;3;116;187;Valder IL;1;5017
kvinner;2003;3;117;12;Horten Friidrettsklubb;2;5015
kvinner;2004;1;1;34;IK Tjalve;1;23913
kvinner;2004;1;2;35;Trondheim Friidrett;1;21921
kvinner;2004;1;3;16;IL i BUL;1;21838
kvinner;2004;1;4;61;Norna-Salhus IL;1;21137
kvinner;2004;1;5;25;IL Tyrving;1;21046
kvinner;2004;1;6;52;BFG Bergen;1;20997
kvinner;2004;1;7;134;Gloppen Friidrettslag;1;20150
kvinner;2004;1;8;89;Idrettslaget Skjalg;1;20137
kvinner;2004;1;9;51;Steinkjer Friidrettsklubb;1;19925
kvinner;2004;1;10;53;Haugesund IL;1;19596
kvinner;2004;1;11;13;Sportsklubben Vidar;1;18025
kvinner;2004;1;12;8;IL Sandvin;1;16333
kvinner;2004;1;13;28;Moss IL;1;15528
kvinner;2004;1;14;171;Ranheim IL;1;13187
kvinner;2004;2;1;73;Kristiansands IF Friidrett;1;17058
kvinner;2004;2;2;31;Fredrikstad IF;1;16699
kvinner;2004;2;3;74;Ørsta IL;1;15977
kvinner;2004;2;4;105;Lillehammer IF;1;15266
kvinner;2004;2;5;196;Stjørdal Friidrettsklubb;1;14957
kvinner;2004;2;6;76;IF Hellas;1;14916
kvinner;2004;2;7;104;Osterøy IL;1;14813
kvinner;2004;2;8;140;Sigdal FIK;1;14763
kvinner;2004;2;9;60;FIK Orion;1;14532
kvinner;2004;2;10;176;IL i BUL Tromsø;1;14439
kvinner;2004;2;11;102;Modum FIK;1;14426
kvinner;2004;2;12;188;Ålesund Friidrettsklubb;1;13469
kvinner;2004;2;13;227;Rana FIK;1;10784
kvinner;2004;2;14;27;IF Sturla;1;9311
kvinner;2004;3;1;9;Minerva Idrettsskole;1;12291
kvinner;2004;3;2;174;Hareid IL;1;12129
kvinner;2004;3;3;65;IL Gular;1;11874
kvinner;2004;3;4;181;Stord Idrettslag;1;11686
kvinner;2004;3;5;43;Ringerike Friidrettsklubb;1;11587
kvinner;2004;3;6;16;IL i BUL;2;11264
kvinner;2004;3;7;24;Asker Sk. Friidrett;1;11225
kvinner;2004;3;8;10000511;Tingvoll Friidrettsklubb;1;11080
kvinner;2004;3;9;34;IK Tjalve;2;10907
kvinner;2004;3;10;15;Ullensaker/Kisa IL;1;10841
kvinner;2004;3;11;35;Trondheim Friidrett;2;10813
kvinner;2004;3;12;25;IL Tyrving;2;10709
kvinner;2004;3;13;4;Ski IL Friidrett;1;10461
kvinner;2004;3;14;68;IL Runar;1;10408
kvinner;2004;3;15;12;Horten Friidrettsklubb;1;10323
kvinner;2004;3;16;71;Laksevåg TIL;1;10304
kvinner;2004;3;17;144;Alta IF;1;10287
kvinner;2004;3;18;55;Florø Turn og IF;1;10284
kvinner;2004;3;19;21;Lørenskog Friidrettslag;1;10249
kvinner;2004;3;20;10;Nittedal IL;1;10198
kvinner;2004;3;21;100;IL Fri;1;10115
kvinner;2004;3;22;93;Dimna IL;1;10088
kvinner;2004;3;23;164;Løten Friidrett;1;9873
kvinner;2004;3;24;83;Sandnes IL;1;9635
kvinner;2004;3;25;48;Askim IF;1;9619
kvinner;2004;3;26;99;Fagernes IL;1;9581
kvinner;2004;3;27;5;Strømmen IF;1;9533
kvinner;2004;3;28;57;Snøgg Friidrett;1;9410
kvinner;2004;3;29;22;Brandbu IF;1;9380
kvinner;2004;3;30;52;BFG Bergen;2;9112
kvinner;2004;3;31;70;Larvik Turn & IF;1;8887
kvinner;2004;3;32;44;Tønsberg Friidrettsklubb;1;8838
kvinner;2004;3;33;95;Overhalla IL;1;8838
kvinner;2004;3;34;290;Oppstryn IL;1;8787
kvinner;2004;3;35;50;Bækkelagets SK;1;8539
kvinner;2004;3;36;89;Idrettslaget Skjalg;2;8435
kvinner;2004;3;37;72;Urædd Friidrett;1;8418
kvinner;2004;3;38;20;IF Eiker-Kvikk;1;8303
kvinner;2004;3;39;118;Vik IL;1;8279
kvinner;2004;3;40;30;Oppstad IL;1;8244
kvinner;2004;3;41;247;NTNUI;1;8217
kvinner;2004;3;42;10000212;Verdal IL;1;8145
kvinner;2004;3;43;60;FIK Orion;2;8105
kvinner;2004;3;44;126;Os Turnforening;1;8080
kvinner;2004;3;45;185;Byåsen IL;1;8018
kvinner;2004;3;46;129;FIK Ren-Eng;1;8002
kvinner;2004;3;47;162;IL Nidelv;1;7980
kvinner;2004;3;48;119;Syril IL;1;7959
kvinner;2004;3;49;217;FIL Frisk;1;7929
kvinner;2004;3;50;192;Førde IL Friidrett;1;7906
kvinner;2004;3;51;132;IL Bjarg;1;7858
kvinner;2004;3;52;34;IK Tjalve;3;7851
kvinner;2004;3;53;114;Egersunds IK;1;7781
kvinner;2004;3;54;214;Mjøsdalen IL;1;7756
kvinner;2004;3;55;176;IL i BUL Tromsø;2;7740
kvinner;2004;3;56;104;Osterøy IL;2;7728
kvinner;2004;3;57;53;Haugesund IL;2;7615
kvinner;2004;3;58;66;Namsen Friidrettsforening;1;7561
kvinner;2004;3;59;14;Veldre Friidrett;1;7556
kvinner;2004;3;60;51;Steinkjer Friidrettsklubb;2;7500
kvinner;2004;3;61;230;IL Trio;1;7483
kvinner;2004;3;62;75;IL Gneist;1;7475
kvinner;2004;3;63;13;Sportsklubben Vidar;2;7443
kvinner;2004;3;64;84;Bryne Friidrettsklubb;1;7400
kvinner;2004;3;65;124;Sørfjell IL;1;7315
kvinner;2004;3;66;45;Ogndal IL;1;7297
kvinner;2004;3;67;181;Stord Idrettslag;2;7281
kvinner;2004;3;68;43;Ringerike Friidrettsklubb;2;7271
kvinner;2004;3;69;69;Sørild FIK;1;7228
kvinner;2004;3;70;39;Raufoss Idrettslag Friidrett;1;7116
kvinner;2004;3;71;25;IL Tyrving;3;7076
kvinner;2004;3;72;261;Narvik IL;1;7043
kvinner;2004;3;73;16;IL i BUL;3;7039
kvinner;2004;3;74;128;IL Korlevoll-Odda;1;6985
kvinner;2004;3;75;33;Oppegård Idrettslag;1;6968
kvinner;2004;3;76;2118;IL Flint;1;6963
kvinner;2004;3;77;31;Fredrikstad IF;2;6923
kvinner;2004;3;78;122;FIL Borg;1;6866
kvinner;2004;3;79;329;Trysilgutten;1;6767
kvinner;2004;3;80;187;Valder IL;1;6763
kvinner;2004;3;81;79;Mandal & Halse IL;1;6726
kvinner;2004;3;82;63;Bergens Turnforening;1;6708
kvinner;2004;3;83;15;Ullensaker/Kisa IL;2;6680
kvinner;2004;3;84;9;Minerva Idrettsskole;2;6549
kvinner;2004;3;85;354;Innstrandens IL;1;6473
kvinner;2004;3;86;71;Laksevåg TIL;2;6469
kvinner;2004;3;87;245;Gjesdal IL;1;6442
kvinner;2004;3;88;133;Eide IL;1;6432
kvinner;2004;3;89;135;Malvik IL;1;6391
kvinner;2004;3;90;146;Turn & IL Hovding;1;6298
kvinner;2004;3;91;339;Idrettslaget Varden Meråker;1;6293
kvinner;2004;3;92;259;IK Hind;1;6277
kvinner;2004;3;93;451;IL Staal;1;6267
kvinner;2004;3;94;62;Moelven IL;1;6256
kvinner;2004;3;95;73;Kristiansands IF Friidrett;2;6250
kvinner;2004;3;96;10000019;Elnesvågen & Omegn IL;1;6227
kvinner;2004;3;97;107;Selsbakk IF;1;6139
kvinner;2004;3;98;55;Florø Turn og IF;2;6075
kvinner;2004;3;99;76;IF Hellas;2;6067
kvinner;2004;3;100;143;FIL Aks-77;1;6057
kvinner;2004;3;101;22;Brandbu IF;2;6057
kvinner;2004;3;102;209;Oslostudentenes IK Friidrett;1;5961
kvinner;2004;3;103;52;BFG Bergen;3;5903
kvinner;2004;3;104;237;Mogutten IL;1;5835
kvinner;2004;3;105;24;Asker Sk. Friidrett;2;5796
kvinner;2004;3;106;109;Fana IL;1;5749
kvinner;2004;3;107;131;IK Grane;1;5742
kvinner;2004;3;108;334;Isfjorden IL;1;5681
kvinner;2004;3;109;196;Stjørdal Friidrettsklubb;2;6551
kvinner;2004;3;110;94;Stein FIK;1;5641
kvinner;2004;3;111;197;Sjetne IL;1;5640
kvinner;2004;3;112;145;Ask Friidrett;1;5616
kvinner;2004;3;113;8;IL Sandvin;2;5446
kvinner;2004;3;114;53;Haugesund IL;3;5430
kvinner;2004;3;115;48;Askim IF;2;5407
kvinner;2004;3;116;25;IL Tyrving;4;5366
kvinner;2004;3;117;154;T&IF Viking;1;5246
kvinner;2004;3;118;74;Ørsta IL;2;5246
kvinner;2004;3;119;2477;Rosendal Turnlag;1;5156
kvinner;2004;3;120;;ISS;1;5130
kvinner;2004;3;121;60;FIK Orion;3;5114
kvinner;2004;3;122;215;IL Fenring;1;5074
kvinner;2004;3;123;224;Lista IL;1;5063
kvinner;2004;3;124;332;Bergsøy IL;1;5056
kvinner;2004;3;125;89;Idrettslaget Skjalg;3;5049
kvinner;2004;3;126;200;Inderøy IL;1;5031
kvinner;2005;1;1;34;IK Tjalve;1;24083
kvinner;2005;1;2;35;Trondheim Friidrett;1;22480
kvinner;2005;1;3;61;Norna-Salhus IL;1;22308
kvinner;2005;1;4;25;IL Tyrving;1;22009
kvinner;2005;1;5;16;IL i BUL;1;21240
kvinner;2005;1;6;51;Steinkjer Friidrettsklubb;1;20603
kvinner;2005;1;7;52;BFG Bergen;1;20296
kvinner;2005;1;8;89;Idrettslaget Skjalg;1;20115
kvinner;2005;1;9;31;Fredrikstad IF;1;20098
kvinner;2005;1;10;134;Gloppen Friidrettslag;1;19760
kvinner;2005;1;11;74;Ørsta IL;1;19693
kvinner;2005;1;12;73;Kristiansands IF Friidrett;1;18221
kvinner;2005;1;13;53;Haugesund IL;1;15715
kvinner;2005;1;14;105;Lillehammer IF;1;13001
kvinner;2005;2;1;104;Osterøy IL;1;16447
kvinner;2005;2;2;8;IL Sandvin;1;16384
kvinner;2005;2;3;13;Sportsklubben Vidar;1;16203
kvinner;2005;2;4;174;Hareid IL;1;15623
kvinner;2005;2;5;9;Minerva Idrettsskole;1;15067
kvinner;2005;2;6;176;IL i BUL Tromsø;1;14809
kvinner;2005;2;7;60;FIK Orion;1;14760
kvinner;2005;2;8;65;IL Gular;1;14735
kvinner;2005;2;9;76;IF Hellas;1;14587
kvinner;2005;2;10;28;Moss IL;1;14566
kvinner;2005;2;11;140;Sigdal FIK;1;13801
kvinner;2005;2;12;181;Stord Idrettslag;1;13722
kvinner;2005;2;13;196;Stjørdal Friidrettsklubb;1;13387
kvinner;2005;2;14;171;Ranheim IL;1;11407
kvinner;2005;3;1;102;Modum FIK;1;13118
kvinner;2005;3;2;24;Asker Sk. Friidrett;1;12532
kvinner;2005;3;3;164;Løten Friidrett;1;12238
kvinner;2005;3;4;71;Laksevåg TIL;1;11866
kvinner;2005;3;5;43;Ringerike Friidrettsklubb;1;11824
kvinner;2005;3;6;68;IL Runar;1;11668
kvinner;2005;3;7;16;IL i BUL;2;11618
kvinner;2005;3;8;55;Florø Turn og IF;1;11529
kvinner;2005;3;9;10000511;Tingvoll Friidrettsklubb;1;11467
kvinner;2005;3;10;57;Snøgg Friidrett;1;11367
kvinner;2005;3;11;93;Dimna IL;1;11238
kvinner;2005;3;12;15;Ullensaker/Kisa IL;1;11230
kvinner;2005;3;13;21;Lørenskog Friidrettslag;1;11014
kvinner;2005;3;14;5;Strømmen IF;1;10884
kvinner;2005;3;15;72;Urædd Friidrett;1;10777
kvinner;2005;3;16;25;IL Tyrving;2;10471
kvinner;2005;3;17;51;Steinkjer Friidrettsklubb;2;10302
kvinner;2005;3;18;89;Idrettslaget Skjalg;2;10213
kvinner;2005;3;19;290;Oppstryn IL;1;10204
kvinner;2005;3;20;83;Sandnes IL;1;10120
kvinner;2005;3;21;188;Ålesund Friidrettsklubb;1;10098
kvinner;2005;3;22;144;Alta IF;1;10094
kvinner;2005;3;23;60;FIK Orion;2;10053
kvinner;2005;3;24;27;IF Sturla;1;10013
kvinner;2005;3;25;185;Byåsen IL;1;9812
kvinner;2005;3;26;10;Nittedal IL;1;9809
kvinner;2005;3;27;34;IK Tjalve;2;9742
kvinner;2005;3;28;48;Askim IF;1;9667
kvinner;2005;3;29;217;FIL Frisk;1;9541
kvinner;2005;3;30;104;Osterøy IL;2;9462
kvinner;2005;3;31;63;Bergens Turnforening;1;9461
kvinner;2005;3;32;52;BFG Bergen;2;9461
kvinner;2005;3;33;100;IL Fri;1;9444
kvinner;2005;3;34;116;Jølster IL;1;9441
kvinner;2005;3;35;227;Rana FIK;1;9248
kvinner;2005;3;36;14;Veldre Friidrett;1;8971
kvinner;2005;3;37;33;Oppegård Idrettslag;1;8812
kvinner;2005;3;38;126;Os Turnforening;1;8812
kvinner;2005;3;39;22;Brandbu IF;1;8794
kvinner;2005;3;40;66;Namsen Friidrettsforening;1;8788
kvinner;2005;3;41;25;IL Tyrving;3;8763
kvinner;2005;3;42;50;Bækkelagets SK;1;8733
kvinner;2005;3;43;4;Ski IL Friidrett;1;8731
kvinner;2005;3;44;74;Ørsta IL;2;8640
kvinner;2005;3;45;143;FIL Aks-77;1;8517
kvinner;2005;3;46;84;Bryne Friidrettsklubb;1;8503
kvinner;2005;3;47;118;Vik IL;1;8400
kvinner;2005;3;48;124;Sørfjell IL;1;8324
kvinner;2005;3;49;192;Førde IL Friidrett;1;8286
kvinner;2005;3;50;94;Stein FIK;1;8239
kvinner;2005;3;51;162;IL Nidelv;1;8198
kvinner;2005;3;52;10000212;Verdal IL;1;8155
kvinner;2005;3;53;24;Asker Sk. Friidrett;2;8116
kvinner;2005;3;54;114;Egersunds IK;1;8090
kvinner;2005;3;55;16;IL i BUL;3;8056
kvinner;2005;3;56;10000019;Elnesvågen & Omegn IL;1;7823
kvinner;2005;3;57;44;Tønsberg Friidrettsklubb;1;7722
kvinner;2005;3;58;128;IL Korlevoll-Odda;1;7595
kvinner;2005;3;59;107;Selsbakk IF;1;7575
kvinner;2005;3;60;451;IL Staal;1;7486
kvinner;2005;3;61;131;IK Grane;1;7442
kvinner;2005;3;62;71;Laksevåg TIL;2;7414
kvinner;2005;3;63;230;IL Trio;1;7369
kvinner;2005;3;64;89;Idrettslaget Skjalg;3;7363
kvinner;2005;3;65;237;Mogutten IL;1;7324
kvinner;2005;3;66;119;Syril IL;1;7294
kvinner;2005;3;67;154;T&IF Viking;1;7258
kvinner;2005;3;68;62;Moelven IL;1;7179
kvinner;2005;3;69;52;BFG Bergen;3;7163
kvinner;2005;3;70;261;Narvik IL;1;7144
kvinner;2005;3;71;245;Gjesdal IL;1;7142
kvinner;2005;3;72;73;Kristiansands IF Friidrett;2;7058
kvinner;2005;3;73;339;Idrettslaget Varden Meråker;1;7040
kvinner;2005;3;74;55;Florø Turn og IF;2;7030
kvinner;2005;3;75;60;FIK Orion;3;7024
kvinner;2005;3;76;43;Ringerike Friidrettsklubb;2;6982
kvinner;2005;3;77;176;IL i BUL Tromsø;2;6970
kvinner;2005;3;78;31;Fredrikstad IF;2;6915
kvinner;2005;3;79;13;Sportsklubben Vidar;2;6912
kvinner;2005;3;80;300;Gausdal FIK;1;6899
kvinner;2005;3;81;;ISS;1;6896
kvinner;2005;3;82;27;IF Sturla;2;6895
kvinner;2005;3;83;185;Byåsen IL;2;6889
kvinner;2005;3;84;75;IL Gneist;1;6870
kvinner;2005;3;85;133;Eide IL;1;6705
kvinner;2005;3;86;25;IL Tyrving;4;6702
kvinner;2005;3;87;122;FIL Borg;1;6642
kvinner;2005;3;88;209;Oslostudentenes IK Friidrett;1;6543
kvinner;2005;3;89;99;Fagernes IL;1;6530
kvinner;2005;3;90;259;IK Hind;1;6491
kvinner;2005;3;91;222;GTI;1;6483
kvinner;2005;3;92;145;Ask Friidrett;1;6463
kvinner;2005;3;93;110;Åmøy & Grønøy IL;1;6408
kvinner;2005;3;94;146;Turn & IL Hovding;1;6381
kvinner;2005;3;95;13;Sportsklubben Vidar;3;6363
kvinner;2005;3;96;125;Eidanger Idrettslag;1;6348
kvinner;2005;3;97;247;NTNUI;1;6281
kvinner;2005;3;98;69;Sørild FIK;1;6260
kvinner;2005;3;99;22;Brandbu IF;2;6252
kvinner;2005;3;100;95;Overhalla IL;1;6229
kvinner;2005;3;101;51;Steinkjer Friidrettsklubb;3;6198
kvinner;2005;3;102;79;Mandal & Halse IL;1;6174
kvinner;2005;3;103;132;IL Bjarg;1;6166
kvinner;2005;3;104;332;Bergsøy IL;1;6159
kvinner;2005;3;105;15;Ullensaker/Kisa IL;2;6118
kvinner;2005;3;106;63;Bergens Turnforening;2;6080
kvinner;2005;3;107;8;IL Sandvin;2;6042
kvinner;2005;3;108;354;Innstrandens IL;1;5957
kvinner;2005;3;109;112;Lyngdal IL;1;5947
kvinner;2005;3;110;53;Haugesund IL;2;5907
kvinner;2005;3;111;329;Trysilgutten;1;5829
kvinner;2005;3;112;262;Sortland Friidrettsklubb;1;5809
kvinner;2005;3;113;129;FIK Ren-Eng;1;5799
kvinner;2005;3;114;35;Trondheim Friidrett;2;5765
kvinner;2005;3;115;185;Byåsen IL;3;5727
kvinner;2005;3;116;236;Vaaler IF;1;5621
kvinner;2005;3;117;2118;IL Flint;1;5595
kvinner;2005;3;118;61;Norna-Salhus IL;2;5590
kvinner;2005;3;119;29;Hurdal IL;1;5568
kvinner;2005;3;120;21;Lørenskog Friidrettslag;2;5540
kvinner;2005;3;121;34;IK Tjalve;3;5539
kvinner;2005;3;122;348;Haugen Idrettslag;1;5453
kvinner;2005;3;123;121;Sarpsborg IL;1;5411
kvinner;2005;3;124;101;IL Giv-Akt;1;5363
kvinner;2005;3;125;67;Herkules Friidrett;1;5346
kvinner;2005;3;126;70;Larvik Turn & IF;1;5341
kvinner;2005;3;127;9;Minerva Idrettsskole;2;5341
kvinner;2005;3;128;39;Raufoss Idrettslag Friidrett;1;5336
kvinner;2005;3;129;48;Askim IF;2;5319
kvinner;2005;3;130;175;Strindheim IL;1;5237
kvinner;2005;3;131;13;Sportsklubben Vidar;4;5237
kvinner;2005;3;132;12;Horten Friidrettsklubb;1;5229
kvinner;2005;3;133;109;Fana IL;1;5229
kvinner;2005;3;134;26;Nesodden IF;1;5176
kvinner;2005;3;135;215;IL Fenring;1;5165
kvinner;2005;3;136;42;Halden IL;1;5098
kvinner;2005;3;137;280;Fjellhug/Vereide IL;1;5051
kvinner;2005;3;138;16;IL i BUL;4;5020
kvinner;2006;1;1;34;IK Tjalve;1;24543
kvinner;2006;1;2;16;IL i BUL;1;22126
kvinner;2006;1;3;35;Trondheim Friidrett;1;21443
kvinner;2006;1;4;25;IL Tyrving;1;21184
kvinner;2006;1;5;51;Steinkjer Friidrettsklubb;1;21058
kvinner;2006;1;6;52;BFG Bergen;1;20966
kvinner;2006;1;7;89;Idrettslaget Skjalg;1;20344
kvinner;2006;1;8;31;Fredrikstad IF;1;19992
kvinner;2006;1;9;13;Sportsklubben Vidar;1;19565
kvinner;2006;1;10;104;Osterøy IL;1;19314
kvinner;2006;1;11;134;Gloppen Friidrettslag;1;19227
kvinner;2006;1;12;8;IL Sandvin;1;18930
kvinner;2006;1;13;61;Norna-Salhus IL;1;18588
kvinner;2006;1;14;174;Hareid IL;1;13590
kvinner;2006;2;1;9;Minerva Idrettsskole;1;16894
kvinner;2006;2;2;102;Modum FIK;1;16407
kvinner;2006;2;3;53;Haugesund IL;1;15928
kvinner;2006;2;4;65;IL Gular;1;15874
kvinner;2006;2;5;74;Ørsta IL;1;15499
kvinner;2006;2;6;164;Løten Friidrett;1;15390
kvinner;2006;2;7;73;Kristiansands IF Friidrett;1;15021
kvinner;2006;2;8;60;FIK Orion;1;14727
kvinner;2006;2;9;24;Asker Sk. Friidrett;1;14439
